감정_대분류,사람문장
슬픔,친구 한 명이 너무 심하게 가족을 욕하는데 좋아 보이지 않고 실망했어.가족에게 섭섭할 수는 있는데 그렇게 까지 욕을 해야 하나싶어 거부감이 들었어.우리 가족들에게 고마운 마음을 담은 문자를 보내고 싶어졌어.
상처,자식들이 나 몰래 생명보험을 여러 개 들어놨더라. 죽을 날만 기다리는 것 같아서 속상해.내가 몸이 아파서 치료비가 들다 보니 미안한 마음이었는데 괜한 걱정이었어.그래도 어쩔 수 없지. 나 죽고 나서라도 잘 살길 바라야지.
기쁨,다행이 내가 큰 병이 아니라서 병원비는 매달 나오는 연금으로 충분히 메꿀 수 있을 것 같아.젊을 때부터 준비해서 정말 다행이야. 내 자식들에게도 적극 권장해야겠어.운동도 조금씩 해야겠지.
당황,복날에 개를 보양식으로 먹는 사람들 너무 혐오스러워.강제할 방법이 아직 없어서 애견인으로서 슬퍼. 지금은 먹을 것도 풍족한 시대인데 꼭 개를 먹어야 하나? 아무래도 청와대 신문고에서 개고기를 금지하자는 탄원서를 넣어볼래.
분노,내가 당뇨병이 있다고 하니까 면접도 안 보고 전화를 끊었어.당뇨병이 있어도 누구보다 일을 잘 해낼 자신이 있어.아직. 다시 조사를 해봐야할 것 같아.
당황,내가 경제사정이 안 좋다 보니까 친구가 병문안을 왔다가 대신 입원비를 내주고 간 적이 있어.그 친구한테 고맙다는 마음을 표현하고 싶은데 어떻게 표현해야 될지 모르겠어.아무래도 술 한 잔 하면서 고맙다고 얘기하는 게 좋을 것 같아.
분노,아무리 내가 재산이 많아도 그렇지 어쩜 용돈 한 번 안 보낼 수 있지? 자식들에게 화가 나.큰 금액이 아니라도 성의 표시라도 하는 게 자식 된 도리라고 생각해.자식들에게 서운한 마음을 이야기하고 나가서 쇼핑하며 기분전환을 해야겠어.
기쁨,천식이 심해져서 병원비가 많이 나왔는데 아들한테 말했더니 바로 보내줘서 너무 고마워.하나밖에 없는 아들을 봐서라도 질환이 나아졌으면 좋겠어.열심히 치료받고 면역력 관리를 하는 수밖엔 없을 것 같아.
슬픔,내가 요즘 많이 힘들어.재정적으로 힘들어서 의욕이 안 생겨.
불안,월급이 들어오지 않아서 월세를 제 때 못 낼까 봐 스트레스야.월급날은 이미 지났고 월세를 내야 하는 날이 다가오는데 이번에 밀리면 이 개월 치야.사장님께 찾아가서 이번 주에는 꼭 월급을 달라고 말씀 드려봐야겠어.
기쁨,난 죽을 때까지 재정적으로 문제가 없을 거라고 믿어.그동안 모아 놓은 돈이 있으니까.
분노,음식점에서 간을 조금만 해달라고했는데 간을 세게 해 와서 종업원에게 화를 냈어.고혈압이라 부탁했는데 손님 말을 무시하다니 아주 괘씸해.아내랑 산책하면 기분 전환해야겠어.
슬픔,남편과 평생 건강하게 살고 싶었는데 암 판정을 받았어.혹시라도 건강이 계속 나빠져 남편과의 행복했던 삶이 깨지면 어떡하지.남편과 함께 마음을 굳게 믿고 암을 이겨내 보도록 노력하려고 해.
당황,아내가 이제야 나를 찾아왔어. 돈 내놓으라고.몸도 아파 죽겠는데 어떻게 해야 할지 모르겠어.우선 아내와 잘 이야기해보고 돌려보내든지 해야지.
분노,아직 은행 빚도 다 갚지 못했는데 회사에서 잘렸어.나도 잘 모르겠어. 가족들에게 너무 미안해.
기쁨,옆집 부부가 또 싸워서 조용히 해달라 부탁했는데 오히려 나에게 화를 냈어.너무 어이가 없어서 화가 나.경찰에 신고해야겠어.
슬픔,경로당 노인들과 친해지지 못해서 나는 마을을 떠나는 것이 아쉽고 슬프다.이사 갈 수밖에 없는 상황이라 좀 더 친하게 지내지 못한 거 같아. 마음이 아파.이사 간다는 소식을 알리고 내 전화번호를 돌려서 자주 연락하라고 해야 할 거 같아.
불안,평소에 건강하다고 자신했지만 유행 독감에 걸릴까 봐 걱정이야.나이가 들다 보니 아무리 건강하다고 해도 많이 불안해.예방 주사는 물론이고 규칙적인 식습관으로 내 몸을 더 건강하게 만들어야겠어.
기쁨,탈모 있는 김 씨 할머니보다는 내 외모가 더 낫다고 생각해.젊을 적부터 비염이 있어 건강관리를 했더니 머리는 덜 빠져서 다행이야. 김 씨에게도 도움을 좀 주고 싶네.머리는 이미 빠졌으니 잘하는 가발 가게나 소개해 줘야겠어.
불안,돈이 나갈 곳은 많은데 들어올 곳은 줄어서 걱정이야.부업을 알아봐야겠어. 찾아보면 내 나이에도 할 수 있는 부업이 있을 거야.
당황,생활비가 좀 넉넉하면 좋겠어. 여유가 없으면 사람들 만나는 일도 쉽지 않아. 집에 있는 시간이 많아져.친구들과 근사한 식사도 하고 경치좋은 곳에서 차도 한 잔 하고 싶어.
기쁨,김장 대회에서 내가 일등을 해서 백만 원을 받았어. 정말 신나.응. 이 돈으로 무엇을 할 지 고민 중이야.일단 수고한 나를 위한 선물을 하나 사야겠어.
상처,병으로 툭하면 입원하고 집에만 있다 보니 노인정 사람들이랑 친해지지 못해서 고립된 느낌이야.사람들이 자주 어울려야 친해지는데 나만 빠지니 외톨이 같은 기분이라고 할까.노인정 사람들을 우리 집에 초대해서 식사라도 함께해보는 게 좋겠어.
분노,요즘 내가 왜 이러는지 모르겠어. 어제도 친구랑 술 한잔하면서 말다툼을 했지뭐야.아무 일도 아닌 거로 싸웠어. 감정을 자제 못 한 내 탓이야 속상해.마음의 여유를 갖고 살아야겠어. 스스로 노력해야겠지.
당황,내가 만성질환을 앓고 있는데 다들 관심이 없는 것 같아.내 질환이지만 다른 사람들도 관심을 가져 주었으면 좋겠어. 너무 외로워.내가 이야기하지 않는 탓도 있을지 몰라. 앞으로는 이야기를 해야겠어.다른 사람들이 내 이야기를 잘 듣고 지금보다 더 관심을 가져줬으면 좋겠어.
분노,며느리 사랑은 시아버지라지만 도통 내 말은 아무도 안 들어주려고 하네.남편이 내 말은 들어주지도 않고 며느리 말만 맞다면서 다 들어주고 있어서 화가 나.오늘 밤에 시간 내서 한번 얘기해 봐야겠어.
상처,내 아내가 움직이지 못하는 내 몸을 잡고 계속해서 울었어. 우는 내 아내를 보니 마음이 너무 아파.내가 얼마 전에 교통사고를 크게 당했어. 사고 후유증으로 몸을 움직일 수 없게 된 거야.내가 슬픈 것보다 아내가 슬픈 게 더 슬픈 것 같아. 먼저 아내를 달래줘야겠어.옛날 부터 아내는 나의 노래를 듣는 걸 좋아했어. 이번에도 아내를 위해서 노래를 들려주려고.
분노,요양병원에 온 이유도 암 치료 목적이었는데 화가 나네.아니. 환자들 돈 관리가 제대로 안 된 모양인데 미친 것 같아.응. 노인들 상대로 벌인 일이라 더 열받지.
분노,횡단보도를 건너는데 내 뒤에 있던 아저씨가 내 걸음이 너무 느리다며 욕을 했어.늙은 사람이 빨리 걸을 수가 있겠어? 그 사람은 자기밖에 모르는 이기주의로밖에 안 보여. 그러려니 하고 무시해야 돼. 그런 사람은 어떻게 말해도 안 통하거든.
상처,암 환자인 아내를 전염병 환자 취급하다니 정말 어처구니가 없네.어떤 사람들이 그런 몰상식한 말을 하더라고. 아내가 상처 받았을까 봐 걱정이야.아내가 꽃을 좋아하니까 예쁜 꽃을 사서 선물해 봐야겠다.
분노,나한테도 돈을 빌린 빚 많은 친구가 명품만 고집해서 한심해.나이가 몇인데 아직도 정신을 못 차리는 모습이 친구로서 안타까워.그렇게 살면 안 된다고 진지하게 조언해야겠어.
슬픔,느낌이 좋지 않아서 병원에서 검사를 받았는데 뇌수막염 판정을 받았어.힘들기도 하지만 나 스스로가 몸 관리를 제대로 하지 못한 것 같아 많이 실망스럽지.다음부터는 이런 기분을 느끼지 않도록 몸 관리를 제대로 하려고 해.
상처,아들한테 장례식에 대해 말했는데 돈 때문에 죽는 것도 맘 편히 죽을 수가 없어.아들이 내가 죽으면 장례식 치를 돈부터 걱정해서 상처받았어. 속상하네.내가 뭘 할 수 있겠어. 돈이 없어서 서럽다 정말.
불안,이 나이가 되도록 아직도 대출금을 갚아야 하는 상황이 너무 걱정스러워.이제 어떻게 해야 할지 모르겠어. 아무것도 하고 싶지 않아.역시 대출금 때문에 인생을 포기할 수는 없어. 아직 몸이 건강하니 일을 해서 천천히 대출금을 갚아나가야겠어.
기쁨,무릎 수술을 하기 전에는 걷기도 힘들어서 안에서 지내기 답답했는데 이젠 산책하러 나가는 길이 즐거워.수술 이후 처음 산책할 땐 무릎 때문에 초조하기만 했는데 이젠 마음이 느긋해.수술 전부터 하고 싶었던 꽃구경을 하러 가야겠어.
기쁨,아내가 파킨슨병을 극복하고 한식 조리사 자격증에 합격해 너무 자랑스럽고 기뻐!주변의 도움이 없었다면 해낼 수 없었을 거야 . 이 기쁨을 모두와 나누고 싶어.아내의 요리로 성대한 파티를 열어서 모두를 초대해 마음을 전해야겠어.
기쁨,좋은 집을 마련했어. 이제 아무 걱정 없이 노후 생활을 즐기면 돼.배우고 싶었던 골프부터 배울 생각이야.
분노,너무 화나. 아내가 작년에 녹용을 사놓고는 안 먹고 다른 사람도 안주고 냉동실에 처박아두더라?나도 안주면서 계속 냉동실에 두는 이유가 뭐지?아내한테 말해봐야겠어.
상처,남편이 자기가 암에 걸린 게 내가 내조를 못 해서라고 내 탓을 해.내 잘못이라니 너무 상처야.그렇게 말해서 슬프다고 사실대로 말해야겠어.내게 화를 풀고 서로 좋은 사이를 유지하면 좋겠어.
당황,아이들 데리고 산책하러 다니면 오히려 아이들 돌보느라 고생이라고 말하는 사람이 어이없고 당황스러워.나는 아이와 산책하러 나가면 고생이기보다는 오히려 행복한데 왜 그럴까?아이와 즐거운 추억을 만들면 기분이 좀 풀릴 것 같아.
슬픔,친구 사이에 실망했어.내 친구가 너무 거짓말을 많이 해.
불안,만성질환 때문에 새로운 직장을 구해도 잘 할 수 있을지 두려워.출근 시간을 못 맞춘다거나 근무 중에 병 때문에 너무 힘들면 어쩌지.일을 구할 때 미리 말을 해야겠지? 그러면 쉽지 않을 것 같긴 한데.
당황,공장을 운영 중인데 직원 두 명이 폐 질환에 걸려서 너무 죄책감이 들어.산업재해 보상을 해줄 예정인데 가족 같던 직원들이라 마음이 안 좋아.직접 만나서 사과를 하고 근무환경을 개선할 방법을 찾으려고 해.
분노,이제 곧 내 생일인데 자식들 중 누구도 얘기를 꺼내지 않아서 화가나.내 생일인 것을 몰라주는 자식들에게 서운한 마음을 어떻게 말해야 할까 고민 중이야.곧 있으면 나의 생일이니 잘 챙겨주라고 자식들에게 얘기해야겠어.
당황,오랜만에 만나는 동창들 앞에서 명품 옷을 입고 나갔는데 동창들이 내 모습을 보고 수군거리는 게 느껴져서 당황스러웠어.무리한 돈을 쓰면서 명품 옷으로 나 자신을 치장하려 했던 것이 후회돼.앞으로는 남의 시선을 의식하여 내 겉모습을 치장하는 것은 지양하고 있는 그대로의 모습을 보여주어야겠어.
기쁨,자식들이 십시일반으로 돈을 모아서 해외여행을 보내줬어.자식 잘 키운 거 같아서 많이 뿌듯하고 자식들에게 고맙지.기왕 해외여행을 간 김에 기념품을 잔뜩 사다 주려고.
당황,현재 내 나이는 백세가 넘었어. 내가 이렇게 오래 살아 있을지 정말 상상도 못 해봤기 때문에 많이 당황스러워.심지어 아직도 어디 하나 아픈 곳이 없을 정도로 굉장히 건강해. 오히려 갑자기 아프면 어떡하나 싶은 생각 때문에 약간 불안해.항상 긍정적인 생각을 하기 위해 노력하고 지금처럼 건강관리를 놓지 않을 생각이야.
분노,나 환갑이 넘었는데도 너무 화가 나더라.질환이 생기니깐 주변 사람들이 나를 기피해.전염병이 아니라는 걸 알려주고 먼저 다가가려고 해.
상처,옆집 노인네는 건강해서 여기저기 놀러 다니더라. 나는 돈이 없어서 마냥 집에만 있어.그렇다고 자식들한테 용돈 달라고 할 수도 없고 몸은 안 좋아서 돌아다닐 수도 없고 큰일이야.돈은 없으니 건강관리라도 해서 같이 등산이라도 가야겠어.
분노,노인이라고 입장시켜 주지 않는 곳을 봤어. 너무 화가 나.본인들도 언젠가는 나이 들고 노인이 될 텐데.차별 없이 대해야 나도 기분 좋아지지. 요즘 사람들 생각이 바뀌었으면 좋겠네.
상처,회비를 낼 돈도 없어 노인들의 모임에 낄 수 없어 상처받았어.돈 때문에 내가 의지할 곳이 사라진다는 게 너무 상처받아.상처받았지만 다른 조건이 맞는 모임을 찾곤 했지.
슬픔,나이 많은 사람을 서서 기다리게 하면 쓰나. 오늘 다리가 너무 아팠어.맞아. 시간 약속을 지키는 것은 기본이라고 생각하는데 기본이 안 된 사람이 많네.
상처,딸이 결혼한다는 데 현재 가지고 있는 돈이 너무 없어서 충격받았던 것 같아.많이 못 해줄 것 같아서 너무 미안해.부족하게 보내지는 않을까 너무 걱정되는 요즘인 것 같아.
당황,막내딸이 같은 대머리여도 내 친구가 나보다 훨씬 어려 보인대. 너무해.너무 서운해. 정말 그렇게 보이는 걸까.앞으로 외모에 신경 좀 써야겠어. 그리고 딸에게 서운하다고 솔직히 말해야겠어.
당황,치매 걸린 나에게 부동산 중개인이랑 땅 주인이 짜고 비싸게 땅을 팔아서 화가 나.어떻게 치매 걸린 노인네 돈을 따 먹으려고 하는지 나쁜 사람들이야.변호사랑 상담해서 법의 도움을 받아볼 생각이야.
당황,작고 느린 나를 손주들이 징그럽게 생각할까 봐 두려워.그냥 혼자 느끼기에 내 자신이 너무 작게 느껴져.손주들에게 대화를 시도해서 내 감정을 솔직히 말해봐야겠어.
당황,나이 드니 주변에 사람도 없고 나만 항상 혼자인 생각이 들어서 쓸쓸해.누구와 고민을 나눠야 좋을지 모르겠어.
분노,내가 이렇게 입원해있어도 아들이 찾아오지도 않아.생고생하면서 뒷바라지했는데 돌아오는 건 이것뿐이라니.
기쁨,열심히 운동한 덕분에 체중이 줄었어. 노력의 결과를 얻게 돼서 뿌듯하고 기뻐.어떻게 하면 체중이 더 줄일 수 있을지 고민이야.더 다양하고 많은 운동을 시도해봐야겠어.
당황,저 최 영감은 자기 돈은 아껴가면서 남의 재산만 넘보는 사람이야.다른 사람 재산만 넘보는 최 영감이 한심하고 꼴 보기 싫어.적당히 거리를 두고 지내야 할 것 같아.
분노,내가 병원 신세를 지는 동안 최 씨가 내 밭에서 몰래 농사를 짓고 있었어. 어떻게 그러는지 화가 나!어떻게 말도 없이 얌체같이 그럴 수 있지? 병문안도 한번 안 왔으면서 괘씸하게!옆집 최 씨에게 가서 좀 따져 물어야 마음이 편하겠어!
기쁨,사업을 하는 둘째 아들이 아내 고관절 수술비를 다 내줘서 너무 기분이 좋아.아내가 고생은 많이 하고 수술은 못 받을까 봐 걱정이 돼서 그동안 밤에 잠을 못 잤어.그래서 내가 오늘 기분이 아주 좋다고.
당황,내 자산이 모두 병원비에 쓰이고 있어.남들이 나를 불쌍하게 볼 것 같아. 어쩌면 좋지?아무래도 굳이 내 자산 내역을 공개할 필요는 없겠지. 그게 나을 것 같아
상처,친구가 급하게 위암 수술비 빌려달라고 했는데 난 거절해버렸어.정말 빌려주고 싶었는데 내가 일 안 한 지 꽤 돼서 못 빌려줬어.그 친구한테 다른 방법으로 도움을 줘야지.
불안,정신적 스트레스가 많아서 죽음에 대해 많이 생각하게 돼.몸이 멀쩡해도 정신이 멀쩡하지가 않은 거 같아. 부정적인 생각을 바꿀 수 있을까?긍정적인 생각이 중요하겠지. 몸이라도 건강한 게 다행이라고.
불안,담배 연기가 천식에 좋지 않아 노인정 사람들이 조심해 주고 있어.나를 위해 조심해주는 그들에게 무언가를 해 주고 싶은데 무엇을 해야 할지 고민이야.맛있는 요리를 해서 노인정 사람들을 초대해 식사 대접을 하는 것이 가장 좋을 것 같아.
슬픔,재정이 너무 안 좋아서 우울해. 이러다 육십오살에 길바닥에서 자야 하는 건 아니겠지?자식들도 잘 사는건 아니라서 도움을 받을 수 있을지 모르겠어. 그래도 내일 전화를 해봐야겠다.
당황,가끔 혼자 있을 때 나도 나이 들어 죽음에 다다를 수 있다는 생각이 들어. 이럴 땐 무서워.그런가? 주변에 누가 없는 것도 참 두려운 일인 것 같아. 고립된 느낌이랄까.
분노,고혈압인데 채소와 과일은 먹지 않고 고기만 먹는다고 아내에게 쓴소리를 들었네.건강도 좋지만 먹고 싶은 건 먹어야지. 그래서 악의적으로 소리를 질렀더니 미안하네.아내에게 소리 지른 것에 대해서 사과하고 좀 너그러이 이해해 달라고 해야지.
당황,남편에게 간암 말기라는 얘기를 들으니 그동안 못해준 일들만 떠올랐어.지금이라도 남편과 할 수 있는 좋은 활동이 뭐가 있을까?남편에게 물어보고 서로 마음에 드는 걸로 좋은 추억을 만들기 위해 노력해야겠어.
슬픔,돈 상태를 보고 낙담했어.나에게 돈이 너무 없더라고.
분노,탁구 모임 있는 날인데 나한테만 연락이 안 왔어. 너무 서운하고 화가 나.고혈압 와서 무리 될까 봐 그랬다는데. 직접 묻지도 않고 대인 관계도 이것밖에 못 했나 싶어.
당황,폐암 말기로 입원하셨던 옆집 할아버지가 밭일을 하고 계셔. 당황스럽네.병원에서 다른 수가 없어 퇴원하신 걸까 싶어서 조심스러워.병에 대한 얘기는 않고 말동무가 되어드려야겠어.
불안,주변 사람들이 하나둘 죽는 것을 보니 내 차례도 멀지 않은 듯해. 그래서 불안해.나는 건강하게 오래 살고 싶어.방법을 찾아야겠어. 건강검진을 받을 거야.어디에 문제가 있는지 전체적으로 정밀하게 확인할 수 있으니까 좋지.
당황,연애시절 때부터 아픈 나 간호하겠다고 고생한 우리 남편이 되레 암에 걸렸어.남편도 건강검진 받으면 좋을 것 같아 같이 했는데 이런 결과야. 미안해 죽겠어.이젠 내가 우리 남편을 도와줄 차례라 생각하고 열심히 보살펴 줘야지.
상처,아직 건강하지만 죽음이 두려워.나쁜 생각을 없애도록 여행을 갔다 와야겠어.
불안,형편이 어려워 옆집 노인에게 돈을 빌릴지 고민인데 너무 불안해.예전에 돈을 빌렸는데 못 갚았거든. 그래서 빌려주지 않을 것 같아.다른 사람에게 도움을 요청해야지.
불안,아내가 직장에서 잘려서 당혹스러워.내 병간호와 직장 생활을 무리하게 병행하다가 그랬대.아내는 좀 쉬게 하고 자식들에게 도와달라 해야겠어.
분노,친구랑 만나는 게 요새 너무 힘들어.나랑 취향이 달라도 너무 달라.
당황,귀가 잘 안 들리는 나에게 사람들이 반복해서 말해야 하는 게 너무 성가신 가봐.많이 성가시게 생각하는 거 같아. 게다가 반복해서 말하게 하니까 나도 너무 미안해.나를 잘 모르는 사람들이라서 그런 것 같으니 먼저 내가 사정을 말하는 게 좋을 것 같아.
불안,나이가 들수록 주변 사람들의 기대도 커지네.노년의 나이인데 주위에서 지금까지 모아둔 돈을 물어보면 할 말이 없어.모르겠어. 이런 얘기를 속 편히 나눌 사람도 없네.
슬픔,사람들이 길을 비켜주지 않아서 위급한 상황의 친구가 구급차 안에서 죽어 마음이 괴로워.정말 친한 친구였는데 이렇게 허무하게 잃어버릴 줄 몰랐어. 마음이 너무 비통하고 아파.친구가 좋은 곳으로 갈 수 있게 명복을 빌어주고 친구와의 추억을 떠올리며 가슴에 묻고 싶어.
분노,내가 말만 하면 홱 토라져서 말도 안 하고. 요즘 애들 정말 예의가 없어서 화가 치밀어올라.아내와 일찍 사별하고 정성껏 키웠건만 자식들이 내 말을 들은 체도 안 해서 화나.나도 앞으로 말도 안 할 거야. 안 챙겨주면 뭔가 느끼는 게 있겠지.
상처,스스로 생활을 해결해야 하는데 국민연금이 얼마 되지 않으니 생활비 마련 때문에 걱정이 되지.몸은 건강하니 노인 일자리를 많이 만들어 주면 우리도 생산에 참여하고 떳떳하겠는데.
슬픔,이번 명절에도 손자들이 병문안을 안 온다고 해서 실망스러워.명절에 손자들도 못보고 외롭게 있을 것 같아서 슬퍼.명절에는 못 보지만 다른 날 만나자고 해야겠어.
기쁨,요즘은 새로운 취미를 가져 볼까 싶어서 사업하는 큰아들과 함께 골프를 배우고 있어.아들이랑 같이 배우니까 정말 재미있어.요리를 배우고 싶어 가족들한테 맛있는 음식을 대접하고 싶었거든.
당황,요실금 때문에 실수로 아들 앞에서 바지에 오줌을 싸버렸어. 너무 부끄러워 죽고 싶어.정말 너무 창피해서 죽고 싶은 마음까지 들어.요실금 때문에 통제가 어려워 실수를 해버려서 미안하다고 말해야겠어.
상처,사기를 당했어.친한 사람이 소개해 줘서 보험료 받은 걸 투자했다가 다 날려 먹었어.지금 찾고 있는데 아마 어려울 것 같아.
슬픔,돈을 벌면 뭐 해. 맨날 병원비로 다 쓰고 자녀들한테 의지하고 있는데.힘들게 벌었더니 병원비로 다 들어가는 게 너무 허무하고 속상해. 자녀한테 의지하기도 미안하고.그래서 이제 절약하면서 살 거야. 자녀들에게 의지하지 않도록.
당황,친구네 자식들은 제 부모를 잘 챙겨주던데 내 자식들은 나한테 관심이 없는 것 같아.맞아. 왜 이렇게 무관심한지 좀 서운하기도 해.아빠가 아프다고 하면 관심 좀 가지고 걱정이라도 해달라고 솔직하게 말해볼래.
불안,외출하는 건 최대한 피하고 있어.녹내장 수술을 해서 외출은 조심스러워.바람도 피해야 하고 더운 것도 조심해야 해. 그래서 가급적 실내에서 생활하고 있어.
상처,늙고 돈이 없으니 입원해 있는 아내를 위해 무엇 하나 사다 줄 형편이 못돼서 괴롭네.아내가 복숭아가 먹고 싶다는데 그걸 살 형편이 못되다니 마음이 아파.주민센터에 가서 노인을 위한 대책이 있는지 한 번 알아봐야겠어.
상처,관절염이 심해져서 가게를 팔려고 알아 봤더니 시세가 샀을 때보다 많이 떨어졌어.일을 하기가 힘든 상황인데 손해를 보며 가게를 팔아야하나 고민이야.건강을 해쳐가며 일을 할 순 없으니 손해보더라도 가게를 파는 게 낫겠어.
당황,먹이고 입히고 키워 놓았더니 이제 자식들은 나를 돌보지 않아. 내 자신이 한심해.자식들이 모두 이기적인 사람으로 자란거 같아서 너무 한심해보이네.아직까지는 사지육신도 멀쩡하고 모아놓은 돈도 있으니 절약하며 살아야지.
분노,병원 치료비로 재산이 점점 줄어들어서 가족들이 늘 화난 상태 같아.가족들이 늘 내게 화를 내서 내가 병 걸린 게 죄처럼 느껴져.의사선생님의 말씀을 잘 들어서 병이 호전되게 노력할거야.
분노,이웃집 사람이 계속 초인종을 눌러서 성가시네.자주 먹을 걸 나눠준다고 그러는데 한밤중에도 그러는 게 문제이지. 가족 간의 시간을 즐기고 싶은데 자꾸 저러니까.처음에는 고맙다가 나중에는 짜증이 나더라고.
분노,천식을 앓고 있던 형이 형수와 이혼한 스트레스에 앓다가 혼자 죽었대.형이 병과 이혼이 겹쳐서 힘들어 했던 것 같아.가족들과 이야기를 많이 해 봐야 할 것 같아.
당황,남편이 나 천식 있는 거 알면서도 뻔뻔하게 담배 펴.너무 어이가 없고 남편 꼴도 보기 싫어.남편한테 담배를 끊어달라고 부탁해야겠어.
기쁨,딸 결혼 준비로 사둔 오피스텔 가격이 많이 올라서 기뻐!올해 말에 하는데 오피스텔 팔면 딸 결혼에 도움이 될 것 같아.
분노,내 재산을 탐해서 싸우는 자식들을 보면 정말 구역질이 나.고작 돈 때문에 같은 가족끼리 싸우는 걸 보고 있으니 화가 많이 나.자식들을 모아서 이야기를 한 번 해봐야겠어.
상처,항상 병을 달고 살아서 너무 힘들어.그래도 투병에 성공하고 말거야!
슬픔,건강이 마비된 것 같아.건강이 안 좋아.
기쁨,다음 달부터 이십 년 전에 부은 개인연금을 백만 원씩 받게 됐어. 좋아라!응. 그때는 이십 년 언제 지나나 싶어서 별 기대도 안 했는데 세월이 이렇게 훌쩍 가네.
당황,건강이 안 좋으면서도 바꿀 생각을 하지 않고 병원만 찾는 모습이 한심해 보여.매번 같은 증상이라면 어떻게 극복할 수 있는지 알아보고 실천하면 좋잖아.내가 데리고 다니면서 운동도 시키고 등산도 하고 해야겠어.운동을 하면 체력이 길러지니 병에 대해 더 저항할 힘이 생기지.
상처,매번 백화점에서 산 비싼 옷만 입고 모임에 나오는 사람이 있는데 꼴 보기가 싫어.힘들게 살면서 겉보기에만 잘 보이려고 무리하니까 사치가 심해 보여.친구에게 무리하지 말라고 잘 이야기 해주려고 해.
불안,수술한 지 얼마 되지 않은 아내가 스크린 골프장에 같이 가자고 하니 이거 참 난처하구먼.아내는 아프기 전에 항상 나랑 골프를 치러 갔었거든.일단 좀 다독여야지. 집에 오는 길에 아내가 좋아하는 걸 사와야겠어.
분노,명절에 딸은 시댁에서 일하고 와서 피곤할 텐데 사위는 소파에 앉아만 있어서 화가 나.결혼 전에는 내가 얼마나 아끼던 딸인데 사위가 딸을 위해 주지 않는 것 같아.내 모습도 그러지 않았을까 생각도 들었지만 오늘 사위에게 할 얘긴 해야 속이 편하겠어.
상처,약사에게 내가 사겠다고 한 약이 있었는데 그걸 더 비싸게 부른 사람에게 팔았어.배신당한 기분이었어. 아직도 생각만 하면 화나.마음을 차분하게 만들어야 할 것 같아.
슬픔,가족들과 함께 있어도 동떨어진 기분이 들어.응. 손주들은 내가 무서운지 가까이 오지도 않고 자식들은 저마다 자기 얘기하느라 바쁘네.손주 녀석에게 장난도 치고 용돈도 줘 봐야지.
불안,지금까지 담배를 계속 피운 것 때문인지 이따금 폐가 망가진 느낌이 들어.어쩌다 꿈에서도 숨을 못 쉬기도 해. 어떻게 폐를 되돌릴 수도 없고 걱정이 되네.늦었지만 지금이라도 담배를 끊어야 마음이 편해지겠어.숨쉬기 편하니까 마음도 가볍고 불안하지도 않겠지.
기쁨,암때문에 지금 아프지만 난 꼭 나을거라고 확신해. 친구를 믿거든.지금 내 담당의가 친구야. 친구가 빈말은 안하는 친구인데 나보고 완치할 수 있다고 걱정하지말래.
기쁨,얼마 전에 문화 센터에서 영어를 배워서 간단한 대화를 할 수 있게 됐어. 너무 기뻐.많이 기쁘지. 그리고 공부하는 재미도 느끼게 되었어.옛날에는 공부할 시간이 없었지. 그래도 나이 들어서라도 이렇게 공부할 수 있게 되어서 얼마나 다행인지 몰라.
상처,내가 질환으로 보험금을 받았는데 언니가 가져가서 슬퍼.내가 믿었던 언니라 더 슬퍼.언니랑 대화를 해서 내가 다시 가져올 거야.
불안,은퇴하고 여자친구를 소개받았는데 조심스러워.지금은 건강하지만 아프면 만나지 못할까 봐 조심스럽네.
슬픔,정말 짜증 나. 내 친구들은 도대체 왜 그런지 모르겠어.아니 친구들과 여행 가기로 약속했는데 다 못 간다고 하잖아.
슬픔,남편 없이 앞으로 혼자 여생을 살아야 한다니 너무 괴로워.이제 여행도 같이 다니면서 함께 여유를 즐기자고 약속했는데 이렇게 먼저 떠나다니.이제 뭐든 혼자 해야 할 텐데 혼자서 할 수 있는 일이 무엇인지 모르겠어.
당황,심근경색으로 여러번 쓰러지니까 앰뷸런스 비용이 장난아니네.운동과 치료를 잘 해서 심근경색으로 기절하는 일이 없도록 해야겠어.
분노,나한테 아껴가며 힘들게 키워왔는데 아들이 나를 무시하니까 세상이 무너지는 기분이야.자식들에게 모든 걸 주고 빈 껍데기만 남은 기분이야.남편에게 하소연해 봐야겠어.
당황,친구들이랑 경제 상황이 다르니까 얘기하기가 조심스러워서 좀 외롭다.어렸을 때부터 친한 친구들이 있는데 나만 좀 잘살게 됐거든.나는 일상이지만 친구들한테 자랑처럼 보일까 봐 말을 아꼈더니 솔직하지 못해서인지. 나 혼자 친구들과 고립된 기분이 들어.
불안,내가 김 씨가 치질에 걸렸다는 소문을 냈는데 김 씨가 나를 찾아와 해코지 할까 봐 걱정돼.의도적으로 소문을 낸 건 아닌데 김 씨가 알면 화날 일이니까. 먼저 사과를 해야 할지 고민이야.먼저 찾아가 이야기를 나눠봐야겠어. 김 씨라면 나를 이해해줄 거야.
당황,외로워서 새로운 인연을 만나고 싶은데 경제적 상황이 여의치 않아.좋아하는 사람이 있는데 그 사람이 나의 이러한 사정을 이해해줄 수 있을까.그 사람과 솔직하게 이야기를 나누어봐야겠어.
기쁨,오늘 옆집 노인네랑 싸웠어.그 노인네가 내 손자를 욕했어. 그래서 나도 모르게 흥분해서 싸웠어.
